ID;NAME;ORGANISATION;BERUF;PSEUDONYM;ANMERKUNGEN;GND;Geburtsdatum;Sterbedatum
1729;Marr, Wilhelm;False;Text;;;;1819;1904
1730;Marsano, Wilhelm von;False;Text;;;;1797;1871
1731;Marschner, Heinrich August;False;Musik;;;;1795;1861
1732;Martin, John;False;Graphik;;;;1789;1854
1733;Martin, Karl;False;Graphik;;;;e. 1820/1834;
1734;Martini, Johann Georg;False;Graphik;;;;um 1785;
1735;Mascheck, Vinzenz;False;Musik;;;;1755;1831
1736;Maßmann, Hans (Johann) Ferdinand;False;Text;;;;1797;1874
1737;Massow, Klara von;False;Text;Martha von der Höhe;;;1791;1863
1738;Mastalier, Karl;False;Text;;;;1731;1795
1739;Masurel, Joh. Engel;False;Graphik;;;;1826;1915
1740;Matthäi;False;Graphik;;;;e. 1808, 1824, 1828;
1741;Matthäi, Friedrich;False;Graphik;;;;1777;1845
1742;Matthisson, Friedrich von;False;Text;;;;1761;1831
1743;Matthisson, Luise von;False;Text;;;;1790;1824
1744;Matzerath, Christian Joseph;False;Text;;;;1815;1876
1745;Mauch, Johann Mathäus;False;Graphik;;;;1792;1856
1746;Mäurer, Friedrich Wilhelm German;False;Text;;;;1813;
1747;Maurer, Hans Rudolf;False;Text;;;;1752;1805
1748;Maurin, Nicholas Eustache;False;Graphik;;;;1799;1850
1749;Mauritius, Frau von;False;Text;"Isidor; Isidor v. M.";;;1826;
1750;Maus, Isaac;False;Text;;;;1748;1833
1751;Mauzaisse, Jean Baptiste;False;Graphik;;;;1784;1844
1752;Mayer La Martinière, Marie Françoise Constance;False;Graphik;;;;;1821
1753;Mayer, August;False;Text;;;;1792;1812
1754;Mayer, Carl;False;Graphik;;;;1798;1868
1755;Mayer, Johann Nepomuk;False;Graphik;;;;1805;1866
1756;Mayer, Karl Friedrich Hartmann;False;Text;;;;1786;1870
1757;Mayer, Sophie Friederike Elisabeth;False;Text;;;;1788;1827
1758;Mayrhofer, Johann;False;Text;;;;1787;1836
1759;Mebold, Karl August;False;Text;;;;1798;1854
1760;Mechau, Jacob Wilhelm;False;Graphik;;;;1745;1808
1761;Mechel, Christian von;False;Graphik;;;;1737;1817
1762;Mechel, Johann Jakob von;False;Graphik;;;;1764;1816
1763;Meckauer, Hermann;False;Text u. Hrsg;Hermann Walden;;;e. 1847;
1764;Meddlhammer, Albin Johann Baptist von;False;Text;"Albini; Adamssohn; Albini; A. Albini; Alexander; August Ellrich ...";;;1779;1838
1765;Meier, Ernst Heinrich;False;Text;;;;1813;1866
1766;Meil, Johann Heinrich (d. Ä.);False;Graphik;;;;1730;1820
1767;Meil, Johann Wilhelm (d. J.);False;Graphik;;;;1733;1805
1768;Meinert, Joseph Georg;False;Text;;;;1775;1844
1769;Meinhold, Wilhelm;False;Text;;;;1797;1851
1770;Meisl, Carl;False;Text;;;;1775;1853
1771;Meisner, Karl Friedrich August;False;Text;;;;1765;1825
1772;Meissner, Alfred;False;Text;;;;1822;1885
1773;Meißner, August Gottlieb;False;Text;;;;1753;1807
1774;Meister, Leonhard;False;Text;;;;1741;1811
1775;Melanchton, Philipp;False;Text;;;;1497;1560
1776;Melchior, Heinrich Anton;False;Graphik;;;;1771;1796
1777;Mellin, August Wilhelm von;False;Text u. Graphik;;;;1740;1836
1778;Mellish, Joseph Charles;False;Text;;;;1768;1823
1779;Memling, Hans;False;Graphik;;;;1433;1494
1780;Mendelssohn-Bartholdy, Jacob Ludwig Felix;False;Musik;;;;1809;1847
1781;Mendelssohn, Joseph;False;Text u. Hrsg.;;;;1817;1856
1782;Mendelssohn, Moses;False;Text;;;;1729;1786
1783;Mengelberg, Egidius;False;Graphik;;;;1770;1849
1784;Mengs, Anton Raphael;False;Graphik u. Text;;;;1728;1779
1785;Menk-Dittmarsch, F.;False;Text;;;;1819;
1786;Menken, Gottfried;False;Graphik;;;;1799;1838
1787;Menzel, Karl Adolf;False;Text;;;;1784;1855
1788;Menzel, Wolfgang;False;Text;;;;1798;1873
1789;Merck, Johann Heinrich;False;Text;Johann Heinrich Reimhart, der Jüngere;;;1741;1791
1790;Merck, Wilhelm;False;Graphik;;;;1782;1820
1791;Merckel, Wilhelm von;False;Text;;;;1803;1861
1792;Mereau, Friedrich Ernst Karl;False;Text u. Hrsg;;;;1765;1825
1793;Mereau, Sophie;False;Text;;;;1761;1806
1794;Merimée, Léonor;False;Graphik;;;;1757;1836
1795;Merkel, Garlieb Helwig;False;Text;;;;1769;1850
1796;Merz, Heinrich;False;Graphik;;;;1806;1875
1797;Messerschmidt, Johann Georg Friedrich;False;Text;;;;1776;1831 ?
1798;Messow, Eduard;False;Text;;;;1801;1832
1799;Methfessel, Albert Gottlieb;False;Musik;;;;1785;1869
1800;Methfessel, Friedrich;False;Musik;;;;1771;1807
1801;Metsu, Gabriel;False;Graphik;;;;1629;1667
1802;Mettenleiter, Johann Evangelist;False;Graphik;;;;1792;1870
1803;Mettenleiter, Johann Michael;False;Graphik;;;;1765;1853
1804;Metzerich, Wilhelm von;False;Text;;;;1818;
1805;Metzler, Johann Jacob;False;Graphik;;;;1804;1839
1806;Meusebach, Karl Hartwig Gregor von;False;Text;;;;1781;1847
1807;Meyer, Friedrich (Fritz);False;Graphik;;;;;1837
1808;Meyer, Friedrich Albrecht Anton;False;Text;;;;1768;1795
1809;Meyer, Friedrich Ludwig Wilhelm;False;Text;"Chr. Dieterich; J. Chr. Dieterich; Dietrich Menschenschreck; Ursula Blandine Lachtaube, verehel. Menschenschreck; Frau Menschenschreck; Farmer";;;1758;1840
1810;Meyer, Friedrich Wilhelm (d. Ä.);False;Graphik;;;;um 1770;
1811;Meyer, Friedrich Wilhelm Karl;False;Text;Karl Stern;;;;
1812;Meyer, Heinrich;False;Graphik;;;;1760;1832
1813;Meyer, Heinrich (Joh. H.);False;Graphik;;;;1802;1877
1814;Meyer, Johann Friedrich von;False;Text;;;;1772;1849
1815;Meyer, Johann Georg;False;Graphik;;;;1813;1886
1816;Meyer, Johann Georg (von Bremen);False;Graphik;;;;1813;1886
1817;Meyer, Johann Heinrich;False;Graphik u. Text;;;;1755;1829
1818;Meyer, Ludwig;False;Graphik;;;;e. 1813/24;
1819;Meyer, Nikolaus;False;Text;;;;1775;1855
1820;Meyer, Sophie Friederike Elise;False;Text;Sophie May;;;1788;1827
1821;Meyerbeer, Giacomo;False;Musik;;;;1791;1864
1822;Meyerheim, Eduard;False;Graphik;;;;1808;1879
1823;Meynert, Hermann Günther;False;Text;;;;1808;
1824;Meyr, Melchior;False;Text;;;;1810;1871
1825;Mezger, Caroline;False;Graphik;;;;1787;1843
1826;Michaelis, Johann Benjamin;False;Text;;;;1746;1772
1827;Michelangelo. Buonarotti, Michelangelo;False;Graphik;;;;1475;1564
1828;Michold, Edmund;False;Graphik;;;;1818;
1829;Mickiewicz, Adam;False;Text;;;;1798;1855
1830;Middleton, James Godsell;False;Graphik;;;;e. 1827/1872;
1831;Miereveld, Michiel van;False;Graphik;;;;1567;1641
1832;Mieris, Frans van (d. Ä.);False;Graphik;;;;1635;1681
1833;Mikolasch, J. E.;False;Text;;;;1811;1845
1834;Millauer, Philipp;False;Text;;;;e. 1821;
1835;Miller, Johann Martin;False;Text;;;;1750;1814
1836;Miltitz, Carl Borromäus von;False;Text;;;;1780;1845
1837;Minckwitz, Johannes;False;Text;;;;1812;1885
1838;Minutoli, Julius;False;Graphik;;;;1805;1860
1839;Moeglich, Andreas Leonhard;False;Graphik;;;;1742;1810
1840;Mohn, Friedrich;False;Text;;;;1762;1830
1841;Molenaar, Frans;False;Graphik;;;;1821;1886
1842;Molenaer, Cornelis;False;Graphik;;;;um 1540;1589(?)
1843;Moller, Georg;False;Graphik;;;;1784;1852
1844;Molwitz, Eberhard Friedrich;False;Text u. Hrsg;;;;1763;1812
1845;Monsorno, Johann Maria;False;Graphik;;;;1768;1836
1846;Montaigne, Michel;False;Text;;;;1533;1592
1847;Montemayor, Jorge de;False;Text;;;;1520;1561
1848;Montenglaut, Artemisia Henriette Marianne von;False;Text;"Henriette Müller; HenrtietteCansbruch; Pauline Husch";;;1768;1838
1849;Montesquieu, Charles de;False;Text;;;;1689;1755
1850;Moosbrugger, Friedrich;False;Graphik;;;;1804;1830
1851;Moreau, Jean Michel (le jeune);False;Graphik;;;;1741;1814
1852;Morff, Gottlob Wilhelm;False;Graphik;;;;1771;1857
1853;Morgenstern, Johann Ludwig Ernst;False;Graphik;;;;1738;1819
1854;Morgenstern, Karl Simon;False;Text;;;;1770;1852
1855;Mori, Ferdinando;False;Graphik;;;;um 1775;
1856;Morier, James;False;Text;;;;1780;49
1857;Mörike, Eduard;False;Text;;;;1804;1875
1858;Moritz, Karl Philipp;False;Text;;;;1757;1793
1859;Moritz, Wilhelm;False;Graphik;;;;1783;1855
1860;Moscheles, Ignaz;False;Musik;;;;1794;1870
1861;Mosen, Julius;False;Text;;;;1803;1867
1862;Mosengeil, Friedrich;False;Text;;;;1773;1839
1863;Mosenthal, Salomon Hermann;False;Text;;;;1821;1877
1864;Moser, Christoph Ferdinand;False;Text u. Hrsg;;;;1759;1800
1865;Möser, Justus;False;Text;;;;1720;1794
1866;Moshammer, Joseph Alois;False;Text;;;;1800;1878
1867;Most, Ludwig August;False;Graphik;;;;1807;1883
1868;Mote, W. H.;False;Graphik;;;;e. 1850;
1869;Mottu, Friedrich August;False;Graphik;;;;1786;1828
1870;Müchler, Karl Friedrich;False;Text;;;;1763;1857
1871;Muck, Friedrich Johann Albert;False;Musik;;;;1764;1839
1872;Mügge, Theodor;False;Text;;;;1806;1861
1873;Mühl, Gustav;False;Text;;;;1819;1880
1874;Müller geb. Maisch, Wilhelmine;False;Text;;;;1740;1807
1875;Müller von Friedberg, Karl Franz Alois Matthias;False;Text;;;;1755;1836
1876;Müller, Adolf;False;Musik;;;;1801;1886
1877;Müller, August Eberhard;False;Musik;;;;1767;1817
1878;Müller, Carl Friedrich Moritz;False;Graphik;Feuermüller;;;1807;1865
1879;Müller, Constantin;False;Graphik;;;;1815;1849
1880;Müller, Franz Hubert;False;Graphik;;;;1784;1835
1881;Müller, Friedrich (Maler Müller);False;Text;Ma[h]ler Müller;;;1749;1825
1882;Müller, Friedrich Konrad Ludwig;False;Text;Friedrich von Gerstenberg[k];;;1780;1838
1883;Müller, Friedrich von;False;Text;;;;1779;1849
1884;Müller, Johann Ernst Friedrich Wilhelm;False;Text;Filidor;;;1764;1826
1885;Müller, Johann Gotthard;False;Graphik;;;;1747;1830
1886;Müller, Johann Gottwerth (von Itzehoe);False;Text;;;;1742;1828
1887;Müller, Johannes;False;Text;"Janus; Janus Pansophus";;;e. 1846;
1888;Müller, Johannes von;False;Text;;;;1752;1809
1889;Müller, Karl;False;Graphik;;;;e. 1805;1809
1890;Müller, Karl Ludwig Methusalem;False;Text;;;;1771;1837
1891;Müller, Niklas;False;Text;;;;1809;1875
1892;Müller, Nikolaus;False;Text;;;;1770;1851
1893;Müller, Otto;False;Text;;;;1816;1894
1894;Müller, Thaddäus;False;Text;;;;1763;1826
1895;Müller, Wilhelm (1);False;Text;;;;1794;1827
1896;Müller, Wilhelm (2);False;Text;;;;1790;1866
1897;Müller, Wolfgang (von Königswinter);False;Text;;;;1816;1873
1898;Müllner, Amandus Gottfried Adolph;False;Text;Modestin;;;1774;1829
1899;Münch-Bellinghausen, Eligius von;False;Text;Friedrich Halm;;;1806;1871
1900;Münch, Ernst;False;Text;;;;1798;1841
1901;Münch, Ernst Hermann Joseph;False;Text;;;;1798;1841
1902;Münchhausen, Karl Ludwig August von;False;Text u. Graphik;;;;1759;1836
1903;Münchhausen, Otto von;False;Text;;;;1716;1774
1904;Mundt, Clara;False;Text;"Luise Mühlbach; Clara Müller";;;1814;1873
1905;Mundt, Theodor;False;Text;;;;1808;1861
1906;Münk, Josephine von;False;Text;Sephine;;;1798;1843
1907;Munsch, Josef;False;Graphik;;;;1832;1896
1908;Murillo, Bartolomé Esteban;False;Graphik;;;;1618;1682
1909;Musäus, Johann Karl August;False;Text;;;;1735;1787
1910;Muth, Joseph;False;Text;;;;1788;1864
1911;Muyden, Jacques Alfred, van;False;Graphik;;;;1818;1898
1912;Mylius, Wilhelm Christhelf Siegmund;False;Text;;;;1722;1754
1913;Nabholz, Johann Christoph;False;Graphik;;;;1752;1797
1914;Nachtigal, Johann Karl Christoph;False;Text;Otmar;;;1753;1819
1915;Nadermann, Hermann Ludwig;False;Text;;;;1778;1860
1916;Naeke, Gustav Heinrich;False;Graphik;;;;1786;1835
1917;Nahl, Johann August (d. J.);False;Graphik;;;;1752;1825
1918;Nakken, Willem Carel;False;Graphik;;;;1835;1926
1919;Naske, Adolph Karl;False;Text;;;;1814;1864
1920;Nathe, Christoph;False;Graphik;;;;1753;1806
1921;Nathusius, Philipp Engelhard;False;Text;;;;1815;1872
1922;Naubert, Christiane Benedicte;False;Text;;;;1756;1819
1923;Naumann, Carl Friedrich;False;Graphik;;;;1813;1859
1924;Naumann, Johann Gottlieb;False;Musik;;;;1741;1801
1925;Nauwerck, Ludwig Gottlieb Carl;False;Graphik;;;;1772;1855
1926;Neer, Aert van der (d. Ä.);False;Graphik;;;;1603 od. 1604;1677
1927;Nehrlich, Gustav;False;Graphik;;;;1800;1840
1928;Neidl, Joh. Joseph;False;Graphik;;;;1776;1832
1929;Neithard, Heinrich August;False;Musik;;;;1793;1861
1930;Nell, Nellenburg-Damenacker, Franz Maria von;False;Text;;;;1795;1852
1931;Nemesianus, Marcus Aurelius Olympius;False;Text;;;;3. Jahrh. n. Chr.;
1932;Nesper, Eugen;False;Text;Dr. Falkner;;;1816;1887
1933;Nestler, Carl Gottfried;False;Graphik;;;;1730;1780
1934;Nestroy, Johann;False;Text;;;;1801;1862
1935;Netscher, Caspar;False;Graphik;;;;1639;1684
1936;Nettling, Friedrich Wilhelm;False;Graphik;;;;e. 1793/1824;
1937;Netto, Johann Friedrich;False;Graphik;;;;e. 1798;1806
1938;Neubauer, Friedrich Ludwig;False;Graphik;;;;1767;1828
1939;Neubeck, Valerius Wilhelm;False;Text;;;;1765;1850
1940;NEUER REALNAME;False;Text;;;;1760;1842
1941;Neuffer, Christian Ludwig;False;Text;Gedor;;;1769;1839
1942;Neuhofer, Gerhard Adam;False;Text u. Hrsg;;;;1773;1816
1943;Neumann von Meißenthal, Marianne;False;Text;Nina;;;1768;1837
1944;Neumann, Friedrich Wilhelm;False;Text;;;;1781;1834
1945;Neumann, Johanne;False;Text;"J. Satori; Johanne Satori; Julius Elbing";;;1786;1863
1946;Neumann, Ludwig Gottfried;False;Text;;;;1813;1865
1947;Neupert, Henriette;False;Text;;;;1801;1855
1948;Neureuther, Eugen Napoleon;False;Graphik;;;;1806;1882
1949;Neustück, Johann Jakob;False;Graphik;;;;1800;1867
1950;Newenham, Frederik;False;Graphik;;;;;1859
1951;Newton, Gilbert Stuart;False;Graphik;;;;1794;1835
1952;Nickel, Markus Adam;False;Text;;;;1800;1869
1953;Nicol, Karl Wilhelm Günther;False;Text;;;;1806;1858
1954;Nicolai, Christoph Friedrich;False;Text;"Simon Ratzeberger sen.; Daniel Säuberlich; Daniel Seuberlich";;;1733;1811
1955;Nicolai, Karl Otto Ehrenfried;False;Musik;;;;1810;1849
1956;Nicolay, Ludwig Heinrich von;False;Text;;;;1737;1820
1957;Nicolovius, Georg Heinrich Ludwig;False;Text;;;;1767;1839
1958;Niedlich, Johann Gottfried;False;Graphik;;;;1766;1837
1959;Niemeyer, August Hermann;False;Text;;;;1754;1828
1960;Niemeyer, Johann Christian Ludwig;False;Text;;;;1772;1857
1961;Nienstaedt, Wilhelm;False;Text;;;;1784;
1962;Niesert, Johann Heinrich Josef;False;Text;;;;1766;
1963;Nilson, Friedrich Christoph;False;Graphik;;;;1811;1879
1964;Nilson, Johannes Esaias;False;Graphik;;;;1721;1788
1965;Nixon, James Henry;False;Graphik;;;;e. 1830;1847
1966;Noack, Christian Karl August;False;Graphik;;;;1822;1905
1967;Noack, Christian Ludwig;False;Text;;;;1773;
1968;Noack, Wilhelm;False;Graphik;;;;1800;1833
1969;Nodnagel, August;False;Text;;;;1803;1853
1970;Noedenflycht, Julie;False;Text;;;;1786;
1971;Nöldecke, Georg Justus Friedrich;False;Text;;;;1768;1843
1972;Nöller, Jonathan Ludwig Lebrecht;False;Text;;;;1773;
1973;Nonne, Johann Gottfried Christoph;False;Text;;;;1749;1821
1974;Nordenflycht, Julie von;False;Text;;;;1786;
1975;Nostitz-Jänkendorf, Gottlob Adolf Ernst von;False;Text;Arthur vom Nordstern;;;1765;1836
1976;Nostitz-Jänkendorf, Klotilde Septimie von;False;Text;Klotilde;;;1801;1852
1977;Notter, Friedrich;False;Text;;;;1801;1884
1978;Nuppnau, Friedrich Philipp Peter;False;Text u. Hrsg;;;;1768;1820
1979;Nussbiegel, Johann;False;Graphik;;;;1750;>1829
1980;Nüsser, Heinrich;False;Graphik;;;;1821;1883
1981;Oberkogler, Georg Christoph Friedrich;False;Graphik;;;;1774;1856
1982;Ochtervelt, Jacob;False;Graphik;;;;1634/5;1708/10
1983;Oeconomo, Aristides;False;Graphik;;;;1821;1887
1984;Oehlenschläger, Adam;False;Text;;;;1779;1850
1985;Oertel, Friedrich von;False;Text;;;;1764;1807
1986;Oertel, Friedrich Wilhelm Philipp;False;Text;"W. O. von Horn; Friedrich Wilhelm Lips";;;1798;1867
1987;Oeser, Adam Friedrich;False;Graphik;;;;1717;1799
1988;Oesfeld, Karl Ludwig von;False;Graphik u. Sonst;;;;1741;1804
1989;Oettinger, Eduard Maria;False;Text;;;;1808;1872
1990;Oldekop, Christian August Wilhelm;False;Text;;;;1787;1845
1991;Oldofredi-Hager, Julie Marie Christine;False;Text;;;;1813;1879
1992;Opie, John;False;Graphik;;;;1761;1807
1993;Opitz, Martin;False;Text;;;;1597;1639
1994;Opiz, Georg Emanuel;False;Graphik;;;;1775;1841
1995;Oppenheim, Moritz;False;Graphik;;;;1800;1882
1996;Oppenheim, Moritz Daniel;False;Graphik;;;;1800;1882
1997;Oppermann, Wilhelm Ulrich;False;Graphik;;;;1786;1852
1998;Orléans, Marie Christine Caroline;False;Graphik;;;;1813;1839
1999;Ortlepp, Ernst;False;Text;"Omikron; Johannes Paulus; Zickzack";;;1800;1864
2000;Oser, Friedrich;False;Text;;;;1820;1891
2001;Ostade, Adriaen van;False;Graphik;;;;1610;1684
2002;Ostade, Isaac van;False;Graphik;;;;1621;1649
2003;Osterwald d', Rose;False;Graphik;;;;1795;1831
2004;Osterwald, Karl Wilhelm;False;Text;;;;1820;1887
2005;Otth, Charlotte;False;Text;Lotte;;;;
2006;Otto-Peters, Louise;False;Text;;;;1819;1895
2007;Outrim, John;False;Graphik;;;;e. 1840/1874;
2008;Overbeck, Christian Adolf;False;Text;;;;1755;1821
2009;Overbeck, Friedrich;False;Graphik;;;;1789;1869
2010;Ovidius Naso;False;Text;;;;43 v. Chr.;17 n. Chr.
2011;Owen, Samuel;False;Graphik;;;;1768;1857
2012;Paalzow, Auguste Henriette von;False;Text;"C. Friebe; Verfasserin von Godwie Castle";;;1788;1847
2013;Pahl, Johann Gottfried von;False;Text u. Hrsg;;;;1768;1839
2014;Palamedesz I. gen. Stevers, Stevens, Stevaerts;False;Graphik;;;;1607(?);1638
2015;Palma, Jacopo;False;Graphik;;;;1480;1528
2016;Pangkofer, Joseph Anton;False;Text;;;;1804;1854
2017;Pannasch, Anton;False;Text;;;;1789;1855
2018;Pannenberg, Friedrich Wilhelm;False;Musik;;;;e. 1780;1792
2019;Pape, Ludwig Matthäus Heinrich;False;Text;;;;1802;1872
2020;Pape, Samuel Christian;False;Text;;;;1774;1817
2021;Päringer, Josef;False;Graphik;;;;;
2022;Paris, Pierre Adrien;False;Graphik;;;;1745;1819
2023;Parmigianino. Mazzola, Francesco;False;Graphik;;;;1503;1540
2024;Parris, Edmund Thomas;False;Graphik;;;;1793;1873
2025;Paschkowsky, Caecilie von;False;Text;;;;1826;
2026;Passini, Johann Nepomuk;False;Graphik;;;;1798;1874
2027;Passy, Anton;False;Text;;;;1788;1847
2028;Passy, Joseph;False;Text;;;;1786;1820
2029;Patuzzi, Alexander Eduard Johann Joseph;False;Text;;;;1813;1869
2030;Patzke, Johann Samuael;False;Text;;;;1727;1787
2031;Paudiss, Christoph;False;Graphik;;;;~1666;1660
2032;Payne, Albert Henry;False;Graphik;;;;1812;1902
2033;Peeters, Bonaventura I.;False;Graphik;;;;1614;1652
2034;Penna, Agostino;False;Graphik;;;;;1800
2035;Penstone, John Jewell;False;Graphik;;;;e. 1835/1848 u. 1895;
2036;Penzel, Johann Georg;False;Graphik;;;;1754;1809
2037;Perger, Anton von;False;Graphik u. Text;;;;1809;1876
2038;Perger, Sigmund Ferdinand von;False;Graphik;;;;1778;1841
2039;Periam, G. A.;False;Graphik;;;;e. 1840/50;
2040;Perignon, Alexis Joseph;False;Graphik;;;;1806;1882
2041;Perin von Gradenstein, Josefine;False;Text;;;;1779;1856
2042;Perinet, Joachim;False;Text;;;;1763;1816
2043;Perlasca, Domokos;False;Graphik;;;;;1846
2044;Perlberg, Christian Joh. Georg;False;Graphik;;;;1806;1884
2045;Peroux, Joseph Nicolaus;False;Graphik;;;;1771;1849
2046;Perugino. Vannucci, Cristoforo;False;Graphik;;;;1450;1523
2047;Pesne, Antoine;False;Graphik;;;;1683;1757
2048;Pestalozzi, Johann Heinrich;False;Text;;;;1746;1827
2049;Petermann, Johann Christian;False;Graphik;;;;e. 1788/1809;
2050;Peters, Adolf;False;Text;;;;1803;1876
2051;Petit, (Jacques) Louis;False;Graphik;;;;1760;1812
2052;Petrak, Ulrich;False;Text;;;;1743;1814
2053;Petrarca, Francesco;False;Text;;;;1304;1374
2054;Petzl, Joseph;False;Graphik;;;;1803;1871
2055;Pezzl, Johann;False;Text;;;;1756;1823 oder 1838
2056;Pfarrius, Gustav;False;Graphik;;;;1800;1884
2057;Pfau, Ludwig;False;Text;;;;1821;1894
2058;Pfeffel, Gottlieb Conrad;False;Text;;;;1736;1809
2059;Pfeiffer, Carl Hermann;False;Graphik;;;;1769;1829
2060;Pfeiffer, Johann Joseph;False;Text;;;;1771;1808
2061;Pfeiffer, Michael Traugott;False;Text;;;;1771;1849
2062;Pfeil, Wilhelm Leopold;False;Text;;;;1783;1859
2063;Pfest, Leopold Ladislaus;False;Text;;;;1768;1816
2064;Pfister, Johann Christian;False;Text u. Hrsg;;;;1772;1835
2065;Pfitzer, Gustav;False;Text;;;;1807;1890
2066;Pfitzer, Johann Baptist;False;Graphik;;;;1789;
2067;Pfitzer, Paul Achatius;False;Text;;;;1801;1867
2068;Pforr, Johann Georg;False;Graphik;;;;1745;1798
2069;Pfuel, Ernst Heinrich Adolf von;False;Text;;;;1779;1866
2070;Pfundheller, Josef;False;Text;;;;1813;1889
2071;Phalipon, Adolphe;False;Graphik;;;;e 1846/48;
2072;Philippi, Karl Ferdinand;False;Text;;;;1795;1852
2073;Philipson, A.;False;Graphik;;;;e. 1795/1810;
2074;Phillips, Thomas;False;Graphik;;;;1770;1845
2075;Pichler geb. von Greiner, Caroline;False;Text;;;;1769;1843
2076;Pichler, Adolph;False;Text;;;;1819;1900
2077;Pickersgill, Henry William;False;Graphik;;;;1782;1875
2078;Pienemann, Nicolas;False;Graphik;;;;1810;1860
2079;Piepmeyer, Heinrich Wilhelm;False;Text;;;;1791;1826
2080;Pillement, Jean;False;Graphik;;;;1728;1808
2081;Pilliet, Leonhard;False;Graphik;;;;1818;1897
2082;Piloty, Karl Theodor;False;Graphik;;;;1823;1886
2083;Pinhas, Hermann Hirsch;False;Graphik;;;;1795;1844
2084;Pixis, Theodor;False;Graphik;;;;1831;1907
2085;Planer, Gustav;False;Graphik;;;;1818;1873
2086;Platen-Hallermünde, August von;False;Text;;;;1796;1835
2087;Platter, Thomas;False;Text;;;;1499;1582
2088;Plessen geb. Winkler, Charlotte;False;Text;;;;;
2089;Plessen, Marie Sophie Christiane;False;Text;;;;1783;1851
2090;Pleysier, Ary;False;Graphik;;;;1809;1879
2091;Plieninger, Gustav;False;Text u. Hrsg.;;;;1808;
2092;Ploennies, Luise von;False;Text;;;;1803;1872
2093;Plouquet, Wilhelm Gottfried;False;Text;;;;1744;1814
2094;Pluth, Caspar;False;Graphik;;;;e. 1795;1803
2095;Pocci, Franz von;False;Graphik u. Hrsg;;;;1807;1876
2096;Pochhammer, Karl Heinrich Wilhelm;False;Text;;;;1785;1856
2097;Pochmann, Traugott Leberecht;False;Graphik;;;;1762;1830
2098;Pockels, Karl Friedrich;False;Text;;;;1757;1814
2099;Poel, Egbert Lievensz. van der;False;Graphik;;;;1621;1664
2100;Pöhacker, Leopold;False;Graphik;;;;1782;1844
2101;Poisson de la Chabeaussière, Ange-Etienne-Xavier;False;Text;;;;1752;1820
2102;Poisson, Michel;False;Graphik;;;;e. 1770;1780
2103;Poll, Theodor Vincent;False;Graphik;;;;1770;
2104;Polt, Johann Joseph;False;Text;;;;1775;1861
2105;Pöltzel, Martin;False;Graphik;;;;1776;1814
2106;Ponte, Lorenzo da;False;Text;;;;1749;1838
2107;Poorter, Willem de;False;Graphik;;;;1608;1648
2108;Pope, Alexander;False;Text;;;;1688;1744
2109;Poppel, Johann Gabriel Friedrich;False;Graphik;;;;1807;1882
2110;Poratzky, Leopold;False;Graphik;;;;e. 1822;
2111;Pordenone, Giovanni Antonio de Lodesanis (oder de Sachis);False;Graphik;;;;1484;1539
2112;Portius, Carl J. Simon;False;Text;;;;1797;1862
2113;Portman, Ludwig Gottl.;False;Graphik;;;;1772;>1813
2114;Pöschmann, Georg Friedrich von;False;Text;;;;1766;1812
2115;Posselt, Ernst Ludwig;False;Text;;;;1763;1804
2116;Postl, Karl;False;Graphik;;;;1769;1818 (1836?)
2117;Postma, Gerrit;False;Graphik;;;;1818;1894
2118;Potter, Paulus;False;Graphik;;;;1625;1654
2119;Poussin, Gaspard. Duguet, Gaspard;False;Graphik;;;;1615;1675
2120;Poussin, Nicolas;False;Graphik;;;;1594;1665
2121;Pozzi, Giovanni Battista;False;Graphik;;;;1561;1589
2122;Prandstetter, Martin Joseph;False;Text;;;;um 1750;
2123;Prätzel, Karl Gottlieb;False;Text;;;;1785;1861
2124;Precht, Victor;False;Text;;;;1820;
2125;Prechtler, Otto (eig. Johann Jacob);False;Text;;;;1813;1881
2126;Preisel, Christoph;False;Graphik;;;;1818;
2127;Primavesi, Georg;False;Graphik;;;;1774;1855
2128;Prittwitz und Gaffron, Konrad Bernhard Karl von;False;Text;;;;1826;
2129;Procaccini, Camillo;False;Graphik;;;;1551(?);1629
2130;Proch, Heinrich;False;Musik;;;;1809;1878
2131;Pröhle, Heinrich;False;Text;;;;1822;1895
2132;Prokesch-Osten, Anton von;False;Text;;;;1795;1876
2133;Proschko, Franz Isidor;False;Text;;;;1816;1891
2134;Prot;False;Graphik;;;;um 1800;
2135;Prout, Samuel;False;Graphik;;;;1783;1852
2136;Prudhon, Pierre Paul;False;Graphik;;;;1758;1823
2137;Prutz, Robert Eduard;False;Text;;;;1816;1872
2138;Pucherna, Antonin;False;Graphik;;;;1776;1852
2139;Püchler, Benedikt von;False;Text u. Hrsg;;;;1797;1842
2140;Puchta, Christian Heinrich Rudolf;False;Text;;;;1808;1858
2141;Puff, Rudolf Gustav;False;Text;;;;1808;1865
2142;Purgold, Ludwig;False;Text;;;;1780;1821
2143;Purser, William;False;Graphik;;;;e. 1805/34;
2144;Puschkin, Alexander;False;Text;;;;1799;1837
2145;Pustkuchen-Glanzow, Johann Friedrich Wilhelm;False;Text;;;;1793;1834
2146;Putlitz, Gustav Heinrich Gans von;False;Text;;;;1821;1890
2147;Puttlitz, Karl von;False;Text;;;;1775;1822
2148;Püttmann, Hermann;False;Text;;;;o. A.;
